Breed,Age,Sex,Symptoms,ICD
요크셔 테리어,8,F,고혈압,순환계의 질병
요크셔 테리어,7,M,지맥,순환계의 질병
말티즈,8,F,심폐소생술,순환계의 질병
말티즈,9,M,심폐소생술,순환계의 질병
말티즈,9,F,청색증,순환계의 질병
페키니즈,10,M,기침 과다,순환계의 질병
말티즈,10,M,기침 과다,순환계의 질병
페키니즈,10,F,기침 과다,순환계의 질병
말티즈,10,M,기침 과다,순환계의 질병
말티즈,10,M,기침 과다,순환계의 질병
말티즈,10,M,기침 과다,순환계의 질병
말티즈,10,M,기침 과다,순환계의 질병
슈나우저,10,M,기침 과다,순환계의 질병
말티즈,10,F,기침 과다,순환계의 질병
말티즈,10,F,기침 과다,순환계의 질병
말티즈,11,F,기침 과다,순환계의 질병
말티즈,11,M,기침 과다,순환계의 질병
말티즈,11,F,기침 과다,순환계의 질병
페키니즈,11,M,기침 과다,순환계의 질병
믹스,11,M,기침 과다,순환계의 질병
믹스,11,M,기침 과다,순환계의 질병
말티즈,11,M,기침 과다,순환계의 질병
말티즈,11,M,기침 과다,순환계의 질병
말티즈,11,M,기침 과다,순환계의 질병
코커스패니얼,11,F,기침 과다,순환계의 질병
말티즈,11,M,기침 과다,순환계의 질병
말티즈,11,M,기침 과다,순환계의 질병
말티즈,11,M,기침 과다,순환계의 질병
시추,11,M,기침 과다,순환계의 질병
푸들,11,M,기침 과다,순환계의 질병
말티즈,12,M,기침 과다,순환계의 질병
말티즈,12,M,기침 과다,순환계의 질병
말티즈,13,F,기침 과다,순환계의 질병
미니어처 핀셔,13,M,기침 과다,순환계의 질병
푸들,13,M,기침 과다,순환계의 질병
말티즈,13,M,기침 과다,순환계의 질병
치와와,13,M,기침 과다,순환계의 질병
말티즈,13,F,기침 과다,순환계의 질병
말티즈,13,M,기침 과다,순환계의 질병
말티즈,13,M,기침 과다,순환계의 질병
말티즈,13,M,기침 과다,순환계의 질병
말티즈,13,M,기침 과다,순환계의 질병
푸들,14,M,기침 과다,순환계의 질병
코커스패니얼,14,F,기침 과다,순환계의 질병
말티즈,14,M,기침 과다,순환계의 질병
페키니즈,14,M,기침 과다,순환계의 질병
시추,14,M,기침 과다,순환계의 질병
시추,14,M,기침 과다,순환계의 질병
시추,14,M,기침 과다,순환계의 질병
미니어처 핀셔,14,M,기침 과다,순환계의 질병
코커스패니얼,14,M,기침 과다,순환계의 질병
말티즈,14,M,기침 과다,순환계의 질병
말티즈,14,M,기침 과다,순환계의 질병
말티즈,14,F,기침 과다,순환계의 질병
푸들,14,0,기침 과다,순환계의 질병
말티즈,14,M,기침 과다,순환계의 질병
슈나우저,14,F,기침 과다,순환계의 질병
슈나우저,14,F,기침 과다,순환계의 질병
코커스패니얼,14,F,기침 과다,순환계의 질병
말티즈,14,M,기침 과다,순환계의 질병
말티즈,15,M,기침 과다,순환계의 질병
코커스패니얼,15,M,기침 과다,순환계의 질병
믹스,15,M,기침 과다,순환계의 질병
믹스,15,M,기침 과다,순환계의 질병
믹스,15,M,기침 과다,순환계의 질병
치와와,15,F,기침 과다,순환계의 질병
말티즈,15,F,기침 과다,순환계의 질병
미니어처 핀셔,15,M,기침 과다,순환계의 질병
시추,15,M,기침 과다,순환계의 질병
푸들,15,M,기침 과다,순환계의 질병
요크셔 테리어,15,M,기침 과다,순환계의 질병
말티즈,15,M,기침 과다,순환계의 질병
시추,16,M,기침 과다,순환계의 질병
스피츠,16,M,기침 과다,순환계의 질병
믹스,19,M,기침 과다,순환계의 질병
말티즈,19,M,기침 과다,순환계의 질병
푸들,1,M,기침 과다,순환계의 질병
말티즈,1,F,기침 과다,순환계의 질병
말티즈,1,M,기침 과다,순환계의 질병
말티즈,3,F,기침 과다,순환계의 질병
포메라니안,6,M,기침 과다,순환계의 질병
말티즈,6,M,기침 과다,순환계의 질병
푸들,7,M,기침 과다,순환계의 질병
요크셔 테리어,7,M,기침 과다,순환계의 질병
말티즈,7,M,기침 과다,순환계의 질병
말티즈,7,M,기침 과다,순환계의 질병
포메라니안,7,M,기침 과다,순환계의 질병
치와와,8,M,기침 과다,순환계의 질병
말티즈,8,M,기침 과다,순환계의 질병
말티즈,8,F,기침 과다,순환계의 질병
말티즈,8,M,기침 과다,순환계의 질병
치와와,8,M,기침 과다,순환계의 질병
말티즈,8,F,기침 과다,순환계의 질병
말티즈,9,M,기침 과다,순환계의 질병
말티즈,9,M,기침 과다,순환계의 질병
말티즈,9,M,기침 과다,순환계의 질병
코커스패니얼,9,M,기침 과다,순환계의 질병
코커스패니얼,9,M,기침 과다,순환계의 질병
코커스패니얼,9,M,기침 과다,순환계의 질병
치와와,7,M,기침 과다,순환계의 질병
말티즈,13,F,기침 과다,순환계의 질병
말티즈,14,M,기침 과다,순환계의 질병
말티즈,9,M,기침 과다,순환계의 질병
말티즈,9,M,기침 과다,순환계의 질병
말티즈,13,F,기침 과다,순환계의 질병
말티즈,13,M,기침 과다,순환계의 질병
푸들,13,M,기침 과다,순환계의 질병
말티즈,14,M,기침 과다,순환계의 질병
스피츠,15,M,기침 과다,순환계의 질병
시추,16,M,기침 과다,순환계의 질병
시추,16,M,기침 과다,순환계의 질병
말티즈,13,F,기침 과다,순환계의 질병
미니어처 핀셔,13,M,기침 과다,순환계의 질병
미니어처 핀셔,13,M,기침 과다,순환계의 질병
말티즈,14,M,기침 과다,순환계의 질병
푸들,14,M,기침 과다,순환계의 질병
시추,15,M,기침 과다,순환계의 질병
닥스훈트,16,F,기침 과다,순환계의 질병
치와와,16,M,기침 과다,순환계의 질병
믹스,16,M,기침 과다,순환계의 질병
시추,16,M,기침 과다,순환계의 질병
치와와,1,M,기침 과다,순환계의 질병
요크셔 테리어,15,M,기침 과다,순환계의 질병
푸들,14,0,기침 과다,순환계의 질병
미니어처 핀셔,14,M,기침 과다,순환계의 질병
페키니즈,14,M,기침 과다,순환계의 질병
말티즈,15,M,기침 과다,순환계의 질병
치와와,15,F,기침 과다,순환계의 질병
미니어처 핀셔,10,M,림프절염,순환계의 질병
말티즈,11,M,림프절 병증,순환계의 질병
말티즈,13,M,대동맥 아래 협착증,순환계의 질병
요크셔 테리어,10,M,심박수 급증,순환계의 질병
포메라니안,10,M,심박수 급증,순환계의 질병
스코티쉬 테리어,15,M,심박수 급증,순환계의 질병
믹스,15,F,심박수 급증,순환계의 질병
말티즈,1,M,심박수 급증,순환계의 질병
믹스,2,unknown,심박수 급증,순환계의 질병
푸들,2,M,심박수 급증,순환계의 질병
말티즈,2,M,심박수 급증,순환계의 질병
치와와,8,M,심박수 급증,순환계의 질병
시추,12,F,심박수 급증,순환계의 질병
슈나우저,12,M,혈관염,순환계의 질병
말티즈,10,M,복부 팽창,소화계의 질병
시추,11,M,복부 팽창,소화계의 질병
시추,12,F,복부 팽창,소화계의 질병
코커스패니얼,12,M,복부 팽창,소화계의 질병
푸들,14,F,복부 팽창,소화계의 질병
슈나우저,14,M,복부 팽창,소화계의 질병
요크셔 테리어,14,M,복부 팽창,소화계의 질병
시추,15,F,복부 팽창,소화계의 질병
말티즈,16,M,복부 팽창,소화계의 질병
푸들,16,M,복부 팽창,소화계의 질병
요크셔 테리어,16,M,복부 팽창,소화계의 질병
치와와,1,M,복부 팽창,소화계의 질병
말티즈,1,F,복부 팽창,소화계의 질병
푸들,1,M,복부 팽창,소화계의 질병
포메라니안,2,F,복부 팽창,소화계의 질병
진돗개,3,F,복부 팽창,소화계의 질병
카바리에 킹 찰스 스파니엘,3,M,복부 팽창,소화계의 질병
페키니즈,3,M,복부 팽창,소화계의 질병
골든 리트리버,4,M,복부 팽창,소화계의 질병
시추,6,M,복부 팽창,소화계의 질병
말티즈,7,F,복부 팽창,소화계의 질병
말티즈,7,M,복부 팽창,소화계의 질병
말티즈,8,F,복부 팽창,소화계의 질병
요크셔 테리어,8,M,복부 팽창,소화계의 질병
시추,8,M,복부 팽창,소화계의 질병
알래스카 말라뮤트,9,M,복부 팽창,소화계의 질병
말티즈,9,M,복부 팽창,소화계의 질병
말티즈,9,M,복부 팽창,소화계의 질병
말티즈,9,M,복부 팽창,소화계의 질병
말티즈,9,M,복부 팽창,소화계의 질병
골든 리트리버,1,M,복부 팽창,소화계의 질병
말티즈,9,F,복부 팽창,소화계의 질병
카바리에 킹 찰스 스파니엘,3,M,복부 팽창,소화계의 질병
시추,16,F,복수,소화계의 질병
요크셔 테리어,16,M,복수,소화계의 질병
말티즈,4,M,복수,소화계의 질병
요크셔 테리어,8,F,복수,소화계의 질병
믹스,8,F,복수,소화계의 질병
미니어처 핀셔,9,F,복수,소화계의 질병
말티즈,13,F,복부 혹,소화계의 질병
슈나우저,4,M,복부 혹,소화계의 질병
웰시코기,1,M,복부 혹,소화계의 질병
말티즈,10,M,복부 통증,소화계의 질병
요크셔 테리어,10,M,복부 통증,소화계의 질병
믹스,10,M,복부 통증,소화계의 질병
믹스,15,M,복부 통증,소화계의 질병
포메라니안,1,M,복부 통증,소화계의 질병
푸들,1,M,복부 통증,소화계의 질병
치와와,2,M,복부 통증,소화계의 질병
시추,3,F,복부 통증,소화계의 질병
요크셔 테리어,4,M,복부 통증,소화계의 질병
시추,5,M,복부 통증,소화계의 질병
말티즈,5,F,복부 통증,소화계의 질병
말티즈,5,F,복부 통증,소화계의 질병
믹스,5,F,복부 통증,소화계의 질병
푸들,5,M,복부 통증,소화계의 질병
페키니즈,6,M,복부 통증,소화계의 질병
푸들,7,F,복부 통증,소화계의 질병
요크셔 테리어,7,M,복부 통증,소화계의 질병
푸들,9,F,복부 통증,소화계의 질병
요크셔 테리어,12,M,항문 출혈,소화계의 질병
푸들,3,M,항문 출혈,소화계의 질병
포메라니안,5,M,항문 출혈,소화계의 질병
시추,8,M,항문 출혈,소화계의 질병
시추,6,M,항문 출혈,소화계의 질병
요크셔 테리어,12,M,복명음,소화계의 질병
푸들,1,M,복명음,소화계의 질병
포메라니안,1,M,복명음,소화계의 질병
푸들,1,M,복명음,소화계의 질병
포메라니안,2,M,복명음,소화계의 질병
푸들,2,M,복명음,소화계의 질병
믹스,2,M,복명음,소화계의 질병
믹스,3,F,복명음,소화계의 질병
포메라니안,3,M,복명음,소화계의 질병
푸들,3,M,복명음,소화계의 질병
미니어처 핀셔,4,F,복명음,소화계의 질병
말티즈,5,M,복명음,소화계의 질병
말티즈,8,M,복명음,소화계의 질병
페키니즈,9,M,복명음,소화계의 질병
푸들,9,M,복명음,소화계의 질병
푸들,3,M,복명음,소화계의 질병
폼피츠,2,M,복명음,소화계의 질병
포메라니안,3,M,복명음,소화계의 질병
말티즈,10,M,대장염,소화계의 질병
코커스패니얼,10,M,대장염,소화계의 질병
말티즈,10,F,대장염,소화계의 질병
보더 콜리,0,M,대장염,소화계의 질병
요크셔 테리어,11,M,대장염,소화계의 질병
요크셔 테리어,12,M,대장염,소화계의 질병
요크셔 테리어,13,M,대장염,소화계의 질병
슈나우저,13,M,대장염,소화계의 질병
푸들,14,M,대장염,소화계의 질병
잉글리시 세터,14,M,대장염,소화계의 질병
믹스,14,M,대장염,소화계의 질병
슈나우저,1,F,대장염,소화계의 질병
골든 리트리버,1,F,대장염,소화계의 질병
말티즈,1,F,대장염,소화계의 질병
올드 잉글리시 불독,1,M,대장염,소화계의 질병
포메라니안,1,F,대장염,소화계의 질병
믹스,1,F,대장염,소화계의 질병
푸들,1,M,대장염,소화계의 질병
말티즈,1,M,대장염,소화계의 질병
닥스훈트,1,M,대장염,소화계의 질병
말티즈,1,F,대장염,소화계의 질병
믹스,1,M,대장염,소화계의 질병
골든 리트리버,1,F,대장염,소화계의 질병
알래스카 말라뮤트,1,M,대장염,소화계의 질병
래브라도 리트리버,1,F,대장염,소화계의 질병
사모예드,1,M,대장염,소화계의 질병
말티즈,1,M,대장염,소화계의 질병
믹스,1,M,대장염,소화계의 질병
푸들,1,M,대장염,소화계의 질병
믹스,2,M,대장염,소화계의 질병
포메라니안,2,M,대장염,소화계의 질병
포메라니안,2,M,대장염,소화계의 질병
치와와,2,M,대장염,소화계의 질병
말티즈,2,F,대장염,소화계의 질병
포메라니안,2,M,대장염,소화계의 질병
푸들,2,M,대장염,소화계의 질병
푸들,3,M,대장염,소화계의 질병
요크셔 테리어,4,M,대장염,소화계의 질병
말티즈,4,F,대장염,소화계의 질병
치와와,4,M,대장염,소화계의 질병
스피츠,6,M,대장염,소화계의 질병
믹스,7,M,대장염,소화계의 질병
말티즈,7,M,대장염,소화계의 질병
포메라니안,8,M,대장염,소화계의 질병
페키니즈,9,M,대장염,소화계의 질병
시추,16,M,담관성 간염,소화계의 질병
시추,16,M,담낭 적출술,소화계의 질병
말티즈,6,M,담낭 적출술,소화계의 질병
미니어처 핀셔,9,F,담낭염,소화계의 질병
포메라니안,4,F,담낭염,소화계의 질병
말티즈,15,M,담석증,소화계의 질병
포메라니안,0,M,변비,소화계의 질병
말티즈,12,F,변비,소화계의 질병
비숑 프리제,12,M,변비,소화계의 질병
비숑 프리제,13,M,변비,소화계의 질병
시추,14,M,변비,소화계의 질병
말티즈,1,F,변비,소화계의 질병
꼬동 드 툴레아,1,F,변비,소화계의 질병
푸들,1,F,변비,소화계의 질병
올드 잉글리시 불독,1,F,변비,소화계의 질병
시추,2,M,변비,소화계의 질병
말티즈,2,M,변비,소화계의 질병
말티즈,4,M,변비,소화계의 질병
말티즈,6,M,변비,소화계의 질병
요크셔 테리어,8,M,변비,소화계의 질병
페키니즈,8,M,변비,소화계의 질병
아메리칸 핏불 테리어,1,F,변비,소화계의 질병
푸들,9,F,변비,소화계의 질병
믹스,1,M,횡격막 탈장,소화계의 질병
믹스,1,F,횡격막 탈장,소화계의 질병
차우차우,2,F,횡격막 탈장,소화계의 질병
